Name	20446_OCI-shC-1_S37_L999_R1_001	20447_OCI-shC-2_S38_L999_R1_001	20450_OCI-shP9-1_S40_L999_R1_001	20451_OCI-shP9-2_S41_L999_R1_001
ENSG00000118702	0	0	0	0
ENSG00000118705	10430	11075	11808	11513
ENSG00000118707	1356	1430	1073	1058
ENSG00000118729	4	0	1	1
ENSG00000118733	0	1	0	0
ENSG00000118762	843	891	831	811
ENSG00000118777	6	4	11	6
ENSG00000118785	12	5	53	55
ENSG00000118804	7	21	17	13
ENSG00000118816	7930	8894	7183	6882
ENSG00000118849	0	3	2	4
ENSG00000118855	7560	8018	6941	6852
ENSG00000118873	3471	3893	3608	3606
ENSG00000118894	400	438	317	347
ENSG00000118898	1	0	0	0
ENSG00000118900	3485	3695	3710	3723
ENSG00000118903	0	1	0	0
ENSG00000118922	120	142	48	75
ENSG00000118939	261	286	279	281
ENSG00000118946	7	3	5	2
ENSG00000118960	432	424	500	471
ENSG00000118961	1012	1015	1081	992
ENSG00000118965	134	129	136	152
ENSG00000118971	2	6	8	5
ENSG00000118972	0	1	0	0
ENSG00000118976	3	1	1	3
ENSG00000118985	443	481	459	441
ENSG00000118990	0	0	0	0
ENSG00000118997	21	16	18	30
ENSG00000119004	364	409	313	351
ENSG00000119013	919	1008	996	1034
ENSG00000119041	1778	2053	1905	1945
ENSG00000119042	5667	6196	4662	4644
ENSG00000119048	889	920	1156	993
ENSG00000119121	17	22	13	18
ENSG00000119125	8	5	5	2
ENSG00000119138	518	505	484	470
ENSG00000119139	875	922	999	1039
ENSG00000119147	0	0	0	0
ENSG00000119185	2096	2166	1882	1949
ENSG00000119203	3167	3561	3485	3325
ENSG00000119227	119	130	94	99
ENSG00000119231	1352	1565	1695	1678
ENSG00000119242	464	480	509	444
ENSG00000119280	208	220	340	338
ENSG00000119283	0	0	1	0
ENSG00000119285	3626	3983	3421	3571
ENSG00000119314	8557	9042	7590	7009
ENSG00000119318	5316	5694	5112	5024
ENSG00000119321	1541	1712	2349	2430
ENSG00000119326	1266	1333	900	946
ENSG00000119328	889	980	760	771
ENSG00000119333	968	990	695	674
ENSG00000119335	13183	14220	11614	11191
ENSG00000119383	2163	2145	2218	2499
ENSG00000119392	2867	3007	2476	2479
ENSG00000119396	3321	3833	3903	3654
ENSG00000119397	4407	4950	4848	4929
ENSG00000119401	258	242	235	220
ENSG00000119402	2564	2770	2475	2496
ENSG00000119403	2039	2248	2154	2139
ENSG00000119408	1973	2167	2192	2225
ENSG00000119411	221	211	140	128
ENSG00000119414	3344	3701	3361	3125
ENSG00000119421	1174	1226	1102	1075
ENSG00000119431	0	0	0	0
ENSG00000119440	0	0	0	0
ENSG00000119446	1185	1380	1133	1054
ENSG00000119457	0	0	0	0
ENSG00000119471	1499	1677	1875	1580
ENSG00000119487	2188	2374	2379	2220
ENSG00000119508	3	1	4	6
ENSG00000119509	775	827	675	614
ENSG00000119514	289	349	275	272
ENSG00000119522	2326	2375	1910	2100
ENSG00000119523	824	862	908	816
ENSG00000119535	2171	2223	1881	1992
ENSG00000119537	701	792	694	721
ENSG00000119541	2211	2498	2238	2127
ENSG00000119547	3176	3531	1853	1845
ENSG00000119559	480	487	482	521
ENSG00000119574	351	385	338	335
ENSG00000119596	4408	4733	3859	4002
ENSG00000119599	456	426	395	380
ENSG00000119608	5	7	1	3
ENSG00000119614	0	0	0	0
ENSG00000119616	1759	2000	1575	1522
ENSG00000119630	2	3	1	7
ENSG00000119632	168	179	280	296
ENSG00000119636	13	16	16	13
ENSG00000119638	2639	3008	3255	3367
ENSG00000119640	259	268	206	200
ENSG00000119650	78	79	85	66
ENSG00000119655	713	808	885	831
ENSG00000119660	0	0	0	0
ENSG00000119661	295	386	322	258
ENSG00000119669	198	216	172	182
ENSG00000119673	336	306	298	294
ENSG00000119681	27	34	28	25
ENSG00000119682	2276	2452	2306	2371
ENSG00000119684	763	840	774	774
ENSG00000119685	1311	1381	962	1040
ENSG00000119686	72	68	105	104
ENSG00000119688	527	576	468	548
ENSG00000119689	2248	2573	2083	2125
ENSG00000119698	1	4	1	1
ENSG00000119699	74	97	73	71
ENSG00000119703	7	4	10	9
ENSG00000119705	1175	1229	1168	1183
ENSG00000119707	8096	8869	8027	7736
ENSG00000119711	577	707	478	437
ENSG00000119714	9	10	35	38
ENSG00000119715	12	8	15	6
ENSG00000119718	904	1018	896	891
ENSG00000119720	901	1062	833	877
ENSG00000119723	439	528	421	408
ENSG00000119725	16	21	20	18
ENSG00000119729	844	945	850	789
ENSG00000119737	76	107	82	105
ENSG00000119760	1289	1539	1406	1309
ENSG00000119771	371	357	300	303
ENSG00000119772	790	879	668	674
ENSG00000119777	2088	2180	2216	2221
ENSG00000119778	1325	1476	1580	1513
ENSG00000119782	2	3	0	2
ENSG00000119787	1959	2162	1819	1809
ENSG00000119801	265	298	212	248
ENSG00000119812	2069	2302	2465	2487
ENSG00000119820	1365	1556	1289	1161
ENSG00000119844	2117	2192	2523	2365
ENSG00000119862	49	53	52	51
ENSG00000119865	39	44	24	22
ENSG00000119866	1506	1532	1215	1132
ENSG00000119878	246	306	230	215
ENSG00000119888	0	0	0	0
ENSG00000119899	2094	2242	2414	2391
ENSG00000119900	4614	4798	3543	3174
ENSG00000119906	2280	2450	2268	2335
ENSG00000119912	2001	2284	2295	2131
ENSG00000119913	0	0	0	0
ENSG00000119915	117	126	150	134
ENSG00000119917	475	566	3903	3766
ENSG00000119919	11	12	7	7
ENSG00000119922	486	568	2457	2447
ENSG00000119927	498	532	448	422
ENSG00000119929	624	699	572	597
ENSG00000119938	0	0	0	1
ENSG00000119943	20	20	27	25
ENSG00000119946	0	1	0	0
ENSG00000119950	933	1013	585	550
ENSG00000119953	1465	1726	1415	1370
ENSG00000119965	261	266	231	203
ENSG00000119969	1590	1793	1589	1451
ENSG00000119973	6	8	2	5
ENSG00000119977	1421	1574	1493	1458
ENSG00000119979	1282	1317	937	917
ENSG00000119986	66	80	61	55
ENSG00000120008	1402	1572	1546	1547
ENSG00000120029	1111	1253	1144	1126
ENSG00000120049	29	37	42	47
ENSG00000120051	10	15	17	18
ENSG00000120053	124	136	156	123
ENSG00000120054	0	0	0	0
ENSG00000120055	2	5	0	3
ENSG00000120057	0	0	0	0
ENSG00000120063	5609	6068	5144	4904
ENSG00000120068	0	0	1	0
ENSG00000120071	1742	2015	1622	1625
ENSG00000120075	0	0	0	0
ENSG00000120088	0	0	0	0
ENSG00000120093	149	142	170	203
ENSG00000120094	0	0	0	0
ENSG00000120129	22	32	26	35
ENSG00000120137	5136	5640	4117	3746
ENSG00000120149	164	166	123	125
ENSG00000120156	0	0	1	3
ENSG00000120158	955	1028	932	911
ENSG00000120159	785	845	836	624
ENSG00000120160	0	1	0	0
ENSG00000120162	22	14	10	8
ENSG00000120210	0	1	1	1
ENSG00000120211	1	3	0	1
ENSG00000120215	4	13	7	3
ENSG00000120217	12	17	46	42
ENSG00000120235	0	0	0	0
ENSG00000120242	0	0	0	0
ENSG00000120251	1	2	0	0
ENSG00000120253	2411	2664	2615	2624
ENSG00000120254	2508	2745	2881	2847
ENSG00000120256	1338	1461	1252	1176
ENSG00000120262	58	60	120	139
ENSG00000120265	1625	1750	2073	1920
ENSG00000120278	1	3	3	1
ENSG00000120279	0	1	0	0
ENSG00000120280	5249	5669	6430	6408
ENSG00000120289	0	0	0	0
ENSG00000120306	129	132	291	273
ENSG00000120314	1571	1818	1830	1808
ENSG00000120318	29	59	27	27
ENSG00000120322	1	1	0	2
ENSG00000120324	29	32	36	40
ENSG00000120327	13	6	8	6
ENSG00000120328	4	10	9	10
ENSG00000120329	3	3	0	4
ENSG00000120332	166	163	117	118
ENSG00000120333	802	861	667	692
ENSG00000120334	847	949	776	776
ENSG00000120337	2	0	0	0
ENSG00000120341	3	0	0	4
ENSG00000120370	322	352	323	316
ENSG00000120436	0	0	0	4
ENSG00000120437	1950	2097	1387	1292
ENSG00000120438	17699	19303	17915	17397
ENSG00000120440	0	4	0	0
ENSG00000120451	1560	1732	1909	1961
ENSG00000120457	11	20	19	15
ENSG00000120458	146	172	155	155
ENSG00000120471	1	0	0	1
ENSG00000120498	2	3	4	1
ENSG00000120500	0	0	0	0
ENSG00000120509	657	724	742	756
ENSG00000120519	563	628	570	531
ENSG00000120526	1668	1774	1982	1746
ENSG00000120533	2736	2946	2870	2688
ENSG00000120539	1644	1832	2448	2480
ENSG00000120549	5	3	0	2
ENSG00000120555	3	2	5	6
ENSG00000120563	0	0	1	0
ENSG00000120594	558	633	1107	1012
ENSG00000120616	884	954	839	798
ENSG00000120645	0	1	1	0
ENSG00000120647	273	297	395	389
ENSG00000120656	789	803	725	588
ENSG00000120658	6	6	14	15
ENSG00000120659	91	100	80	80
ENSG00000120662	370	414	344	403
ENSG00000120664	10	8	9	10
ENSG00000120669	3	5	4	7
ENSG00000120675	1220	1454	1325	1249
ENSG00000120685	2474	2600	2521	2533
ENSG00000120686	1177	1320	1290	1224
ENSG00000120688	753	781	797	716
ENSG00000120690	6387	6883	6750	6481
ENSG00000120693	39	48	62	45
ENSG00000120694	14210	15298	15476	15379
ENSG00000120696	450	532	482	444
ENSG00000120697	900	973	938	842
ENSG00000120699	1456	1734	1454	1493
ENSG00000120705	6651	6951	7483	7051
ENSG00000120708	6520	6927	7445	7546
ENSG00000120709	1544	1611	1442	1424
ENSG00000120725	438	528	646	631
ENSG00000120727	2606	2922	2634	2495
ENSG00000120729	0	0	0	0
ENSG00000120733	4062	4443	5326	5391
ENSG00000120738	117	114	149	138
ENSG00000120742	6736	7309	4197	3935
ENSG00000120756	109	96	54	63
ENSG00000120784	192	208	146	160
ENSG00000120798	739	799	685	638
ENSG00000120800	2301	2543	2073	2160
ENSG00000120802	9909	10686	8469	7630
ENSG00000120805	1599	1790	1583	1671
ENSG00000120820	1	2	4	9
ENSG00000120832	219	247	154	182
ENSG00000120833	88	64	38	32
ENSG00000120837	1107	1291	856	841
ENSG00000120860	385	437	351	339
ENSG00000120868	4665	5168	4577	4536
ENSG00000120875	153	136	106	85
ENSG00000120885	33	27	23	35
ENSG00000120889	942	995	1103	1162
ENSG00000120896	959	973	642	641
ENSG00000120899	6026	6219	6139	6122
ENSG00000120903	0	0	0	0
ENSG00000120907	9	4	4	7
ENSG00000120910	409	430	350	331
ENSG00000120913	393	418	215	227
ENSG00000120915	129	155	153	154
ENSG00000120925	729	826	867	810
ENSG00000120937	0	0	0	0
ENSG00000120942	860	990	841	867
ENSG00000120948	4265	4571	4303	4087
ENSG00000120949	2	0	2	0
ENSG00000120952	0	0	0	0
ENSG00000120963	1974	2256	1794	1734
ENSG00000120992	4471	4824	4413	3630
ENSG00000121005	396	406	272	232
ENSG00000121022	2223	2436	2163	2090
ENSG00000121039	685	743	664	617
ENSG00000121053	26	0	3	2
ENSG00000121057	4169	4284	3190	3258
ENSG00000121058	1460	1564	1290	1185
ENSG00000121060	6096	6698	9258	8979
ENSG00000121064	754	794	847	810
ENSG00000121067	1631	1852	1984	1740
ENSG00000121068	175	171	126	118
ENSG00000121073	1875	1926	1783	1855
ENSG00000121075	253	235	198	194
ENSG00000121089	142	134	114	114
ENSG00000121101	1	3	3	5
ENSG00000121104	679	709	574	611
ENSG00000121152	2620	2907	2375	2393
ENSG00000121207	1	2	0	0
ENSG00000121210	2538	2856	2528	2631
ENSG00000121211	820	856	566	569
ENSG00000121236	2	2	2	2
ENSG00000121270	4	3	3	4
ENSG00000121274	958	921	988	860
ENSG00000121281	2689	2932	3130	3021
ENSG00000121289	531	543	476	501
ENSG00000121297	69	72	63	56
ENSG00000121310	1342	1573	1216	1234
ENSG00000121314	0	0	0	0
ENSG00000121316	515	483	666	616
ENSG00000121318	4	9	6	4
ENSG00000121335	0	0	0	0
ENSG00000121350	624	696	769	750
ENSG00000121351	2	1	3	3
ENSG00000121361	0	2	0	0
ENSG00000121377	0	0	0	0
ENSG00000121380	2	1	2	2
ENSG00000121381	0	0	0	0
ENSG00000121388	0	0	0	0
ENSG00000121390	1688	1766	1870	1804
ENSG00000121406	318	404	348	356
ENSG00000121410	19	16	19	24
ENSG00000121413	6	11	11	6
ENSG00000121417	316	348	312	327
ENSG00000121440	0	0	0	0
ENSG00000121446	1	1	0	0
ENSG00000121454	3	5	3	1
ENSG00000121481	357	395	344	281
ENSG00000121486	836	892	1016	1001
ENSG00000121542	267	274	272	267
ENSG00000121552	1982	2030	1810	1769
ENSG00000121570	25	33	38	28
ENSG00000121577	8	10	8	14
ENSG00000121578	282	288	281	288
ENSG00000121579	7267	7902	7647	7193
ENSG00000121594	5	6	18	25
ENSG00000121621	742	762	582	555
ENSG00000121634	0	0	0	0
ENSG00000121644	3147	3475	2383	2310
ENSG00000121653	6	19	10	13
ENSG00000121671	737	778	725	780
ENSG00000121680	499	502	433	457
ENSG00000121690	295	322	372	321
ENSG00000121691	12786	13694	11654	11212
ENSG00000121716	196	244	198	231
ENSG00000121741	2225	2355	2092	2050
ENSG00000121742	0	0	0	0
ENSG00000121743	102	87	70	77
ENSG00000121749	1255	1264	1233	1089
ENSG00000121753	4	8	6	6
ENSG00000121764	0	0	0	0
ENSG00000121766	799	921	758	707
ENSG00000121769	1	1	0	1
ENSG00000121774	6359	6708	7114	7045
ENSG00000121775	599	552	459	531
ENSG00000121797	12	12	19	41
ENSG00000121807	4224	4637	5019	4875
ENSG00000121851	290	356	279	264
ENSG00000121853	0	0	0	0
ENSG00000121858	652	704	1143	1164
ENSG00000121864	1330	1392	1075	1085
ENSG00000121871	0	0	0	0
ENSG00000121879	774	777	705	700
ENSG00000121892	8347	9148	8616	8172
ENSG00000121895	40	27	17	12
ENSG00000121897	380	410	395	372
ENSG00000121898	0	0	0	1
ENSG00000121900	75	67	76	58
ENSG00000121903	199	204	180	190
ENSG00000121904	0	1	0	2
ENSG00000121905	0	1	0	0
ENSG00000121931	1363	1495	1216	1226
ENSG00000121933	4	7	13	4
ENSG00000121940	878	911	915	891
ENSG00000121957	1984	2138	1720	1726
ENSG00000121964	744	845	621	596
ENSG00000121966	1859	1888	1753	1732
ENSG00000121988	242	262	224	221
ENSG00000121989	124	138	239	221
ENSG00000122008	976	1134	1037	971
ENSG00000122012	13	14	10	12
ENSG00000122025	1456	1528	1208	1298
ENSG00000122026	9088	9900	7527	7244
ENSG00000122033	737	789	766	663
ENSG00000122034	2877	3053	2476	2497
ENSG00000122035	69	89	71	49
ENSG00000122042	774	921	697	641
ENSG00000122043	0	0	2	0
ENSG00000122068	1147	1222	1213	1119
ENSG00000122085	783	813	727	770
ENSG00000122121	1	0	0	0
ENSG00000122122	202	191	360	382
ENSG00000122126	999	1117	1759	1806
ENSG00000122133	10	15	7	12
ENSG00000122136	0	0	0	0
ENSG00000122140	1897	1938	1672	1695
ENSG00000122145	0	0	0	0
ENSG00000122176	0	0	0	0
ENSG00000122180	0	2	2	4
ENSG00000122188	17	16	12	14
ENSG00000122194	3	7	14	6
ENSG00000122203	1448	1555	1169	1240
ENSG00000122218	5869	6304	5078	4832
ENSG00000122223	608	665	614	714
ENSG00000122224	17	12	22	22
ENSG00000122254	0	0	0	2
ENSG00000122257	4366	4800	4199	4239
ENSG00000122299	1881	2160	2117	2048
ENSG00000122304	0	0	0	0
ENSG00000122335	325	380	372	378
ENSG00000122359	4425	4636	4059	4139
ENSG00000122367	2	4	2	3
ENSG00000122375	0	0	0	0
ENSG00000122376	983	1105	859	876
ENSG00000122378	642	649	505	506
ENSG00000122386	99	115	58	84
ENSG00000122390	1190	1226	1054	1051
ENSG00000122406	23841	25496	19804	19712
ENSG00000122417	535	607	422	406
ENSG00000122420	6	9	3	6
ENSG00000122432	19	15	21	23
ENSG00000122435	905	977	878	807
ENSG00000122477	34	41	26	27
ENSG00000122481	73	96	105	93
ENSG00000122482	4304	4632	3311	3174
ENSG00000122483	1261	1492	1287	1304
ENSG00000122484	1758	1983	1845	1833
ENSG00000122490	1110	1121	1076	1076
ENSG00000122507	62	95	77	56
ENSG00000122512	349	376	300	323
ENSG00000122515	2181	2307	2730	2935
ENSG00000122543	1	2	0	0
ENSG00000122545	3743	3907	3616	3355
ENSG00000122547	96	92	101	104
ENSG00000122548	5	2	4	7
ENSG00000122550	424	504	384	359
ENSG00000122557	678	631	680	612
ENSG00000122565	7482	8287	7268	6856
ENSG00000122566	48557	51916	43821	42642
ENSG00000122574	1	0	5	8
ENSG00000122584	0	0	0	0
ENSG00000122585	1	0	1	1
ENSG00000122591	1593	1611	1176	1094
ENSG00000122592	24	30	17	15
ENSG00000122641	1	7	1	3
ENSG00000122642	589	617	606	594
ENSG00000122643	559	620	742	632
ENSG00000122644	349	352	386	355
ENSG00000122674	193	215	178	180
ENSG00000122678	630	622	610	605
ENSG00000122679	0	0	0	0
ENSG00000122687	1692	1768	1600	1592
ENSG00000122691	393	432	196	196
ENSG00000122692	2106	2167	2290	2261
ENSG00000122694	377	413	297	314
ENSG00000122696	298	366	328	348
ENSG00000122705	4298	4564	3210	3325
ENSG00000122707	904	870	790	772
ENSG00000122711	0	0	0	0
ENSG00000122728	2	3	1	2
ENSG00000122729	1011	1064	769	761
ENSG00000122733	4	9	6	13
ENSG00000122735	0	0	0	0
ENSG00000122741	2975	3384	3257	3114
ENSG00000122756	0	2	1	0
ENSG00000122778	312	301	272	258
ENSG00000122779	3116	3253	2619	2556
ENSG00000122783	1276	1326	978	952
ENSG00000122786	1	0	5	2
ENSG00000122787	4	7	1	3
ENSG00000122824	0	0	0	0
ENSG00000122852	0	0	0	0
ENSG00000122859	115	125	89	100
ENSG00000122861	1086	1093	1189	1185
ENSG00000122862	55166	60358	43902	40666
ENSG00000122863	370	357	179	187
ENSG00000122870	249	253	156	137
ENSG00000122872	0	0	0	0
ENSG00000122873	544	550	593	573
ENSG00000122877	1	5	12	4
ENSG00000122882	1231	1391	1409	1345
ENSG00000122884	1937	1990	2043	1969
ENSG00000122912	426	480	435	446
ENSG00000122952	5453	6061	4132	3866
ENSG00000122958	3116	3438	1650	1529
ENSG00000122965	1081	1137	1367	1408
ENSG00000122966	3360	3471	2959	3076
ENSG00000122970	301	294	218	245
ENSG00000122971	260	292	310	277
ENSG00000122986	285	287	283	294
ENSG00000123009	0	0	0	0
ENSG00000123064	3178	3169	3148	3216
ENSG00000123066	5356	5717	5669	5700
ENSG00000123080	6628	6807	3923	3678
ENSG00000123091	3043	3307	3086	2832
ENSG00000123094	127	137	141	113
ENSG00000123095	0	0	3	0
ENSG00000123096	20	23	30	15
ENSG00000123104	601	687	891	873
ENSG00000123106	743	695	583	596
ENSG00000123119	1	2	1	0
ENSG00000123124	991	1144	1326	1359
ENSG00000123130	485	578	643	629
ENSG00000123131	1204	1285	1223	1291
ENSG00000123136	4298	4634	4121	4075
ENSG00000123143	2734	2783	2524	2583
ENSG00000123144	4001	4186	3408	3356
ENSG00000123146	2026	2185	3101	3201
ENSG00000123154	193	239	193	220
ENSG00000123159	863	963	852	873
ENSG00000123165	0	0	0	0
ENSG00000123171	0	0	0	0
ENSG00000123178	350	410	301	253
ENSG00000123179	911	1044	787	754
ENSG00000123191	185	168	123	123
ENSG00000123200	4074	4459	3942	3702
ENSG00000123201	0	0	0	0
ENSG00000123213	3654	3952	4334	4364
ENSG00000123219	638	759	655	666
ENSG00000123240	200	250	815	762
ENSG00000123243	10	12	21	12
ENSG00000123268	386	373	317	327
ENSG00000123297	487	554	494	458
ENSG00000123307	0	0	0	0
ENSG00000123329	996	1183	1039	1037
ENSG00000123338	11030	11774	12398	12412
ENSG00000123342	20	23	86	81
ENSG00000123349	2983	3225	2995	3004
ENSG00000123352	200	231	170	173
ENSG00000123353	647	636	611	622
ENSG00000123358	13	14	11	11
ENSG00000123360	262	338	330	402
ENSG00000123364	0	0	0	0
ENSG00000123374	2178	2383	1735	1662
ENSG00000123384	39	31	104	100
ENSG00000123388	2	0	4	4
ENSG00000123395	390	438	397	391
ENSG00000123405	72	64	35	49
ENSG00000123407	0	0	0	0
ENSG00000123411	342	359	307	283
ENSG00000123415	431	448	480	476
ENSG00000123416	9865	10475	9160	9115
ENSG00000123427	227	298	308	231
ENSG00000123444	415	477	385	354
ENSG00000123447	0	0	0	0
ENSG00000123453	32	23	27	23
ENSG00000123454	0	0	0	0
ENSG00000123472	2136	2210	1938	1938
ENSG00000123473	3558	3896	3527	3295
ENSG00000123485	1995	2127	1442	1425
ENSG00000123496	6	4	3	5
ENSG00000123500	0	0	0	0
ENSG00000123505	6238	6749	6037	5961
ENSG00000123545	827	941	1041	979
ENSG00000123552	659	731	676	667
ENSG00000123560	0	0	0	0
ENSG00000123561	0	0	0	0
ENSG00000123562	5586	5786	5155	4761
ENSG00000123569	0	0	0	0
ENSG00000123570	58	58	36	53
ENSG00000123572	0	0	0	0
ENSG00000123575	1432	1523	1280	1117
ENSG00000123576	0	0	0	0
ENSG00000123584	0	0	0	0
ENSG00000123594	0	0	0	0
ENSG00000123595	548	582	541	538
ENSG00000123600	711	829	717	667
ENSG00000123607	590	635	585	666
ENSG00000123609	2318	2582	2651	2542
ENSG00000123610	0	1	33	31
ENSG00000123612	46	33	24	37
ENSG00000123636	2030	2239	1928	1827
ENSG00000123643	1906	2049	2205	2365
ENSG00000123684	2299	2519	1878	1729
ENSG00000123685	61	81	55	45
ENSG00000123689	78	76	53	55
ENSG00000123700	75	63	121	138
ENSG00000123728	1378	1474	1627	1505
ENSG00000123737	1460	1566	1675	1624
ENSG00000123739	339	369	259	268
ENSG00000123810	104	92	109	110
ENSG00000123815	270	289	231	231
ENSG00000123836	22	20	28	31
ENSG00000123838	0	0	0	2
ENSG00000123843	4	7	9	10
ENSG00000123870	53	69	97	72
ENSG00000123892	17	18	12	12
ENSG00000123901	11	22	14	13
ENSG00000123908	5096	5584	4741	4663
ENSG00000123933	852	888	589	599
ENSG00000123965	4	6	3	9
ENSG00000123975	2271	2434	1829	1680
ENSG00000123977	10	11	10	19
ENSG00000123983	4335	4650	3309	3196
ENSG00000123989	241	233	257	238
ENSG00000123992	969	999	908	992
ENSG00000123999	2	4	0	3
ENSG00000124003	0	0	0	0
ENSG00000124006	592	642	600	636
ENSG00000124019	15	8	18	19
ENSG00000124067	506	523	434	531
ENSG00000124074	292	308	223	250
ENSG00000124089	0	0	0	0
ENSG00000124091	0	0	0	0
ENSG00000124092	3	2	0	3
ENSG00000124097	2	2	3	1
ENSG00000124098	378	430	336	338
ENSG00000124102	0	1	0	1
ENSG00000124103	8	8	12	16
ENSG00000124104	54	39	74	44
ENSG00000124107	755	764	806	729
ENSG00000124116	2	7	6	3
ENSG00000124120	483	570	716	786
ENSG00000124126	4835	5016	4332	4431
ENSG00000124134	16	8	6	3
ENSG00000124140	41	38	19	11
ENSG00000124143	0	0	0	0
ENSG00000124145	262	312	648	671
ENSG00000124151	1235	1298	1345	1350
ENSG00000124155	2473	2492	2234	2380
ENSG00000124157	1	0	0	0
ENSG00000124159	6	4	3	1
ENSG00000124160	1577	1681	2005	1970
ENSG00000124164	1009	1221	935	1034
ENSG00000124171	99	110	76	79
ENSG00000124172	2590	2722	2375	2326
ENSG00000124177	1299	1462	1161	1221
ENSG00000124181	1209	1273	996	1097
ENSG00000124191	121	143	94	104
ENSG00000124193	5557	6135	4998	5235
ENSG00000124194	0	0	2	0
ENSG00000124196	0	1	0	0
ENSG00000124198	3267	3730	3733	3650
ENSG00000124201	2217	2267	3802	3930
ENSG00000124203	1	0	1	3
ENSG00000124205	1	0	1	0
ENSG00000124207	7981	8976	8794	8482
ENSG00000124208	0	0	0	0
ENSG00000124209	767	867	1157	1140
ENSG00000124212	7	6	12	9
ENSG00000124214	3027	3202	3028	2934
ENSG00000124215	30	27	26	37
ENSG00000124216	56	43	61	38
ENSG00000124217	342	386	346	400
ENSG00000124222	1411	1598	2112	1975
ENSG00000124224	74	74	94	92
ENSG00000124225	8	4	6	9
ENSG00000124226	1787	2060	1781	1757
ENSG00000124227	0	0	0	0
ENSG00000124228	1421	1514	1546	1611
ENSG00000124232	0	0	0	0
ENSG00000124233	24	24	10	12
ENSG00000124237	0	0	0	0
ENSG00000124243	34	32	25	20
ENSG00000124249	4	9	3	4
ENSG00000124251	0	0	0	1
ENSG00000124253	0	0	0	0
ENSG00000124256	5	9	6	4
ENSG00000124257	12	14	14	12
ENSG00000124260	4	7	7	4
ENSG00000124275	2166	2244	1932	1858
ENSG00000124279	650	708	647	634
ENSG00000124299	419	452	459	421
ENSG00000124302	0	0	0	0
ENSG00000124313	197	224	317	341
ENSG00000124333	2375	2544	2173	2065
ENSG00000124334	18	23	19	15
ENSG00000124343	0	1	0	0
ENSG00000124356	975	1126	1088	1069
ENSG00000124357	587	632	773	854
ENSG00000124370	148	179	178	166
ENSG00000124374	47	66	38	48
ENSG00000124380	738	773	650	545
ENSG00000124383	1742	2027	1884	1889
ENSG00000124391	3	0	4	4
ENSG00000124399	0	0	0	0
ENSG00000124406	237	251	232	237
ENSG00000124422	4929	5316	4760	4678
ENSG00000124429	0	0	0	3
ENSG00000124440	11	19	26	24
ENSG00000124444	240	240	270	309
ENSG00000124449	0	0	0	0
ENSG00000124459	771	835	833	879
ENSG00000124466	4	2	0	3
ENSG00000124467	0	0	0	0
ENSG00000124469	12	18	15	17
ENSG00000124479	0	0	0	0
ENSG00000124486	4601	5201	4902	4858
ENSG00000124490	0	0	0	0
ENSG00000124491	716	780	283	307
ENSG00000124493	0	3	5	1
ENSG00000124496	1619	1788	1039	1036
ENSG00000124507	0	0	0	0
ENSG00000124508	289	287	299	261
ENSG00000124523	256	247	264	244
ENSG00000124532	1558	1641	1447	1475
ENSG00000124535	1175	1252	1088	1079
